beer_name,beer_style,brewery_name,review_overall,review_aroma,review_palate,review_taste,average_review
Messiah,Belgian IPA,Great Divide Brewing Company,5.0,5.0,5.0,4.5,4.875
Tenacious Apple Tripel,Tripel,Brass Monkey Brewing Co.,5.0,5.0,5.0,4.5,4.875
Stone Old Guardian BELGO Barleywine,American Barleywine,Stone Brewing Co.,5.0,5.0,4.5,5.0,4.875
Celtic Red,Irish Red Ale,Milwaukee Ale House,5.0,4.5,5.0,5.0,4.875
Bare Tree Weiss Wine Vintage 2000,Wheatwine,Two Brothers Brewing Company,5.0,5.0,4.5,5.0,4.875
Phat Bastard Lager,Schwarzbier,Quincy Ships Brewing Company,5.0,4.5,5.0,5.0,4.875
McGuire's Raspberry Imperial Stout,American Double / Imperial Stout,McGuire's Irish Pub of Destin,5.0,4.5,5.0,4.5,4.75
Alt-Ernative Amber,Altbier,Ohio Brewing Company,4.5,4.5,5.0,5.0,4.75
Veritas 001,American Wild Ale,The Lost Abbey,5.0,5.0,4.0,5.0,4.75
O'Brien's IPA,American IPA,Alpine Beer Company,5.0,4.5,4.5,5.0,4.75
Wincle Waller,English Pale Ale,Wincle Beer Company Limited,4.5,5.0,4.5,5.0,4.75
Flying Monkeys Quint,American Double / Imperial IPA,Flying Monkeys Craft Brewery,4.5,5.0,5.0,4.5,4.75
Abrasive Ale,American Double / Imperial IPA,Surly Brewing Company,5.0,5.0,4.0,5.0,4.75
AleSmith Speedway Stout - Oak Aged,American Double / Imperial Stout,AleSmith Brewing Company,5.0,4.5,5.0,4.5,4.75
Speak No Evil Belgian IPA,Belgian IPA,Brass Monkey Brewing Co.,5.0,4.5,4.5,5.0,4.75
Cincinnatus 2011,American Double / Imperial Stout,Listermann Brewing Supply & Mfg,5.0,4.5,5.0,4.5,4.75
Double Triple,Belgian Strong Pale Ale,Brasserie Dieu Du Ciel,5.0,4.5,4.5,5.0,4.75
Delerium Dubbel,Dubbel,Five Seasons Prado,5.0,4.5,5.0,4.5,4.75
Edsten Double Plus,Dubbel,Edsten Brewing Company,5.0,4.5,5.0,4.5,4.75
Green Tea Pale Ale,Herbed / Spiced Beer,Brass Monkey Brewing Co.,5.0,4.5,4.5,5.0,4.75
Moloch,American Strong Ale,Avery Brewing Company,5.0,4.5,4.5,5.0,4.75
De-Railed IPA,American IPA,Carter's Brewing,4.5,5.0,4.5,5.0,4.75
Dark Star Best Bitter,English Bitter,Dark Star Brewing Company Limited,5.0,4.5,4.5,5.0,4.75
Duck Duck Gooze,American Wild Ale,The Lost Abbey,5.0,4.0,5.0,5.0,4.75
Auburn,English Bitter,Cottage Brewing Co. Ltd,5.0,4.5,4.5,5.0,4.75
Batch 1092,American Barleywine,Bear Republic Brewing Co.,5.0,4.5,4.5,5.0,4.75
Full Sail Capsize,American Double / Imperial Pilsner,Full Sail Brewery & Tasting Room & Pub,5.0,4.5,5.0,4.5,4.75
Kurohime Stout,English Stout,Shinano Brewery Vanryu / Chestnut Pub,5.0,4.5,5.0,4.5,4.75
D.O.R.I.S. The Destroyer Double Imperial Stout,Russian Imperial Stout,Hoppin' Frog Brewery,4.5,4.5,5.0,5.0,4.75
Double Dead Guy Ale,American Strong Ale,Rogue Ales,5.0,4.0,5.0,5.0,4.75
Darkness - Bourbon Barrel Aged,Russian Imperial Stout,Surly Brewing Company,5.0,5.0,4.0,5.0,4.75
Banana Wheat,American Pale Wheat Ale,Walnut Brewery,5.0,5.0,4.0,5.0,4.75
Skeeter Bite Weizenbock,Weizenbock,Good People Brewing Company,5.0,4.5,5.0,4.5,4.75
Sour Reserve,Gueuze,Upland Brewing Company,4.5,5.0,4.5,5.0,4.75
Bourbon County Manhattan Stout,American Double / Imperial Stout,Goose Island Beer Co.,5.0,4.5,4.5,5.0,4.75
AleSmith IPA,American IPA,AleSmith Brewing Company,4.5,5.0,4.5,5.0,4.75
Killer Whale Citra Pale Ale,American Pale Ale (APA),Astoria Brewing Company / Wet Dog Cafe,5.0,4.5,4.5,5.0,4.75
Rapadou Porter,American Porter,Williamsburg AleWerks,5.0,5.0,4.5,4.5,4.75
Belgo Belgian India Pale Ale,Belgian IPA,New Belgium Brewing,5.0,5.0,4.0,5.0,4.75
Cask-conditioned Oatmeal Stout,Oatmeal Stout,Tampa Bay Brewing Co.,5.0,4.0,5.0,5.0,4.75
Humulus Gold,Belgian IPA,The Bruery,5.0,4.5,5.0,4.5,4.75
Terrapin Wake N Bacon,American Double / Imperial Stout,Terrapin Beer Company,4.5,4.5,5.0,5.0,4.75
The Worthy Adversary,American Double / Imperial Stout,Fulton Beer,5.0,4.5,5.0,4.5,4.75
Borefts Bok 2009,Bock,Brouwerij De Molen,4.5,5.0,4.5,5.0,4.75
Honey Badger,Lambic - Unblended,Cambridge Brewing Company,5.0,4.5,5.0,4.5,4.75
The Incredible Hop Imperial India Style Wheat Ale,American Double / Imperial IPA,Fort Collins Brewing,4.5,4.5,5.0,5.0,4.75
Harvey's Bicentenary Stout,Russian Imperial Stout,Harvey & Son Ltd.,5.0,4.5,5.0,4.5,4.75
Buster's Brown Ale,English Brown Ale,Big Time Brewery & Alehouse,4.5,4.5,5.0,5.0,4.75
Terrapin Oaked Aged Gamma Ray,Wheatwine,Terrapin Beer Company,5.0,4.5,5.0,4.5,4.75
SpringTime Spiced Lager,Herbed / Spiced Beer,Old Market Pub And Brewery,5.0,4.5,4.5,5.0,4.75
AleSmith Wee Heavy,Scotch Ale / Wee Heavy,AleSmith Brewing Company,5.0,5.0,4.5,4.5,4.75
Suke Quto Coffee IPA,American IPA,The Kernel Brewery,5.0,4.5,4.5,5.0,4.75
Jack O'Lantern Pumpkin Ale,Pumpkin Ale,The Grizzly Paw Brewing Company,4.5,5.0,4.5,5.0,4.75
White Christmas Ale 2002,Fruit / Vegetable Beer,Beer Works,5.0,4.0,5.0,5.0,4.75
Good Gourd Imperial Pumpkin Ale,Pumpkin Ale,Cigar City Brewing,4.5,5.0,4.5,5.0,4.75
Bell's Bourbon Barrel Aged Java Stout,American Stout,"Bell's Brewery, Inc.",5.0,4.5,5.0,4.5,4.75
Sixteenth Chapel,American Double / Imperial IPA,Fort George Brewery + Public House,5.0,4.5,4.5,5.0,4.75
Bigwood Oak Aged Stout,American Double / Imperial Stout,Harmon Restaurant & Brewery,5.0,4.0,5.0,5.0,4.75
Bourbathalon,Belgian Strong Pale Ale,Stewart's Brewing Co.,4.5,5.0,4.5,5.0,4.75
Big Dance Imperial Amber,American Amber / Red Ale,Big Time Brewery & Alehouse,5.0,4.5,4.5,5.0,4.75
Pumking,Pumpkin Ale,Southern Tier Brewing Company,5.0,5.0,5.0,4.0,4.75
Maerzenbier,Märzen / Oktoberfest,C.H. Evans Brewing Company,5.0,4.0,5.0,5.0,4.75
Paradise Imperial Stout,Russian Imperial Stout,Two Brothers Brewing Company,5.0,4.5,4.5,5.0,4.75
Dark Horizon 1st Edition,Russian Imperial Stout,Nøgne Ø - Det Kompromissløse Bryggeri A/S,4.5,5.0,5.0,4.5,4.75
Jolly Guava,American Wild Ale,Cigar City Brewing,5.0,4.5,5.0,4.5,4.75
Hell Spawn,American Double / Imperial IPA,The Shed Restaurant & Brewery,5.0,4.5,5.0,4.5,4.75
Red God IPA,American Double / Imperial IPA,Cambridge Brewing Company,5.0,4.5,5.0,4.5,4.75
Yeti Imperial Stout,Russian Imperial Stout,Great Divide Brewing Company,4.5,4.5,5.0,5.0,4.75
Duchesse De Bourgogne,Flanders Red Ale,Brouwerij Verhaeghe,5.0,4.5,4.5,5.0,4.75
Green Flash Hefeweizen,Hefeweizen,Green Flash Brewing Co.,5.0,5.0,4.5,4.5,4.75
Saisonnaire,Saison / Farmhouse Ale,Cambridge Brewing Company,5.0,4.5,5.0,4.5,4.75
Frydenlund Fatøl,Euro Pale Lager,Ringnes Bryggeri (Carlsberg),4.5,4.5,5.0,5.0,4.75
Ramstein Pilsner,German Pilsener,High Point Brewing Company,5.0,4.5,4.5,5.0,4.75
Organic Woody,Belgian IPA,Flossmoor Station Restaurant & Brewery,4.0,5.0,5.0,5.0,4.75
"DAB 3,5%",Dortmunder / Export Lager,Dortmunder Actien Brauerei / DAB,5.0,5.0,4.0,5.0,4.75
Smoked Weizenbock,Weizenbock,C.H. Evans Brewing Company,4.5,5.0,4.5,5.0,4.75
Ommegang Rouge,Flanders Red Ale,Brewery Ommegang,5.0,4.5,4.5,5.0,4.75
Steam Train Porter,American Porter,Snoqualmie Falls Brewing Company & Taproom,4.5,4.5,5.0,5.0,4.75
Valley Girl IPA,American IPA,Cambridge Brewing Company,4.5,4.5,5.0,5.0,4.75
Old Boardhead Barleywine Ale,American Barleywine,Full Sail Brewery & Tasting Room & Pub,5.0,4.0,5.0,5.0,4.75
Barrel Aged High Desert Imperial Stout,Russian Imperial Stout,Sweetwater Tavern & Brewery,4.5,5.0,5.0,4.5,4.75
Domhof Dunkles,Munich Dunkel Lager,Domhof Hausbrauerei,5.0,4.5,5.0,4.5,4.75
Great Lakes York Street Bitter,Extra Special / Strong Bitter (ESB),Great Lakes Brewing Company,5.0,4.5,4.5,5.0,4.75
Criminelle (Cream Ale),Cream Ale,La Taverne Du Sergeant-Recruteur,5.0,4.0,5.0,5.0,4.75
Double Kilt-Sickle Reserve,Scotch Ale / Wee Heavy,Moylan's Brewery,4.5,5.0,4.5,5.0,4.75
Czar Jack Imperial Stout,Russian Imperial Stout,Minneapolis Town Hall Brewery,5.0,4.5,4.5,5.0,4.75
Aloha Ambier,Altbier,Deschutes Brewery & Public House,5.0,4.5,4.5,5.0,4.75
Stone Ruination IPA,American Double / Imperial IPA,Stone Brewing Co.,5.0,5.0,4.5,4.5,4.75
Hop Song Imperial IPA,American Double / Imperial IPA,Lawson's Finest Liquids,5.0,4.5,5.0,4.5,4.75
Life,American Amber / Red Ale,Minneapolis Town Hall Brewery,5.0,4.0,5.0,5.0,4.75
Russian Roulette,Russian Imperial Stout,Minneapolis Town Hall Brewery,4.5,4.5,5.0,5.0,4.75
Saison De Beaver,Saison / Farmhouse Ale,Beaver Brewing Company,5.0,4.5,4.5,5.0,4.75
Left Coast The Wedge,American Black Ale,Left Coast Brewing Company,4.5,5.0,4.5,5.0,4.75
Funky Sunshine,American Wild Ale,Lawson's Finest Liquids,4.5,5.0,4.5,5.0,4.75
That's The Spirit,Scottish Ale,"Inveralmond Brewery Ltd., The",5.0,4.5,4.5,5.0,4.75
Marshal Zhukov's Imperial Stout - Brandy Barrel Aged,Russian Imperial Stout,Cigar City Brewing,5.0,5.0,4.5,4.5,4.75
Gundel Dunkles Gold,Munich Dunkel Lager,Brauerei Gundel,5.0,4.5,5.0,4.5,4.75
Herrschaft Kolsch,Kölsch,Old Dominion Brewing Company,5.0,4.5,4.5,5.0,4.75
Stranahan Barrel Aged Czar,American Double / Imperial Stout,Avery Brewing Company,5.0,5.0,4.5,4.5,4.75
Kimberton Coffee Porter,English Porter,Sly Fox Brewing Company,5.0,4.5,5.0,4.5,4.75
Black Walnut Stout,American Stout,Carlyle Brewing Company,5.0,4.5,4.5,5.0,4.75
Black Beauty,Dubbel,Five Seasons North,5.0,4.5,4.5,5.0,4.75
Wild Ale #6 Bordeaux Barrel Series,American Wild Ale,Santa Fe Brewing Company,5.0,5.0,4.0,5.0,4.75
Yankee Sticke,Altbier,1516 Brewing Company,5.0,5.0,4.5,4.5,4.75
El Gordo,Russian Imperial Stout,Good People Brewing Company,5.0,4.5,4.5,5.0,4.75
Blonde Doppleweiss,Weizenbock,Great Dane Pub & Brewing Company (Downtown),5.0,4.5,5.0,4.5,4.75
Blanche De Namur,Witbier,Brasserie Du Bocq,5.0,4.5,5.0,4.5,4.75
Grey Monday,American Double / Imperial Stout,The Bruery,4.5,5.0,4.5,5.0,4.75
Triplexxx,Tripel,Croce Di Malto,5.0,4.5,5.0,4.5,4.75
Genius Stout,English Stout,Fordham Brewing Company,5.0,4.0,5.0,5.0,4.75
Julius Echter Kristall Weizen,Kristalweizen,Würzburger Hofbräu AG,5.0,4.5,4.5,5.0,4.75
AleSmith Speedway Stout - Barrel Aged,American Double / Imperial Stout,AleSmith Brewing Company,5.0,4.5,4.5,5.0,4.75
Estrella,American Adjunct Lager,Grupo Modelo S.A. de C.V.,5.0,4.0,5.0,5.0,4.75
Purciel's Pale,American Pale Ale (APA),Oceanside Ale Works,5.0,4.0,5.0,5.0,4.75
"Alpha Pale (""XPA"")",English Pale Ale,Wandering Star Brewing Company,5.0,4.0,5.0,5.0,4.75
Hofbrauhaus Berchtesgaden Pils,German Pilsener,Hofbrauhaus Berchtesgaden,4.5,4.5,5.0,5.0,4.75
Alien Agenda (Belgian) Amber Ale,Belgian Dark Ale,Spring House Brewing Company,4.5,5.0,4.5,5.0,4.75
Mother Of All Storms,English Barleywine,Pelican Pub & Brewery,4.5,5.0,4.5,5.0,4.75
Vernon The Rabbit Slayer,American Double / Imperial IPA,Big Horse Brew Pub / Horse Feathers & Co.,5.0,4.5,4.5,5.0,4.75
Heine The Elder Double Espresso Stout,Oatmeal Stout,Bluegrass Brewing Co. - East St. Matthew's,4.5,4.5,5.0,5.0,4.75
Apple Lambic,Lambic - Fruit,Bethlehem Brew Works,5.0,5.0,4.5,4.5,4.75
Black Gold,English Stout,"Cairngorm Brewery Company, The",5.0,4.5,4.5,5.0,4.75
Jasper Murdock's Private Stock '02,English Barleywine,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",4.5,5.0,4.5,5.0,4.75
Jester's Reserve Barrel Aged Imperial Porter,Baltic Porter,Minneapolis Town Hall Brewery,4.0,5.0,5.0,5.0,4.75
Royal Black,American Double / Imperial Stout,Elk Head Brewing Company,4.5,5.0,4.5,5.0,4.75
Bourbon Barrel Aged Porter,Baltic Porter,Cambridge Brewing Company,5.0,4.5,4.5,5.0,4.75
Luscious,Russian Imperial Stout,The Alchemist,4.5,5.0,4.5,5.0,4.75
Kösslarn Hefeweisse,Hefeweizen,Weissbräu Kösslarn,5.0,4.5,5.0,4.5,4.75
Stella Blue,Fruit / Vegetable Beer,Shoreline Brewery And Restaurant,5.0,4.0,5.0,5.0,4.75
Founders Imperial Breakfast Stout,American Double / Imperial Stout,Founders Brewing Company,5.0,4.5,4.5,5.0,4.75
Lodestone Lager,American Pale Lager,Iron Hill Brewery & Restaurant,5.0,4.5,5.0,4.5,4.75
Melange No. 2 (Yambic),American Wild Ale,The Bruery,5.0,4.5,4.5,5.0,4.75
Orange Chocolate Stout,English Stout,Cambridge Moonshine Brewery,4.5,5.0,4.5,5.0,4.75
Christmas Stark Lager,Märzen / Oktoberfest,Red Oak Brewery,5.0,4.0,5.0,5.0,4.75
Saranac Lake Effect Lager,Munich Dunkel Lager,Matt Brewing Company,4.5,5.0,5.0,4.5,4.75
Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,Kettle House Brewing Co.,5.0,4.5,4.5,5.0,4.75
'Pooya Porter,American Porter,Calapooia Brewing Company,4.5,5.0,4.5,5.0,4.75
Caporal,Euro Pale Lager,Brouwerij Van Steenberge N.V.,5.0,4.5,4.5,5.0,4.75
He'Brew Jewbelation Bar Mitzvah (13) Barrel-Aged On Rye,American Strong Ale,Shmaltz Brewing Company,5.0,4.5,4.5,5.0,4.75
Chaos,American Black Ale,Barley Brown's Brewpub,5.0,4.5,4.5,5.0,4.75
3rd Anniversary Double IPA,American Double / Imperial IPA,Port Brewing Company / Pizza Port,5.0,4.0,5.0,5.0,4.75
José Martí India Porter,American Porter,Cigar City Brewing,5.0,4.5,5.0,4.5,4.75
Farmhouse Ale,Saison / Farmhouse Ale,Broad Ripple Brew Pub,5.0,4.5,4.5,5.0,4.75
Harvest Saison Dry Hopped With Citra And Summit,Saison / Farmhouse Ale,Stillwater Artisanal Ales,4.5,5.0,5.0,4.5,4.75
J.J.'s Oktoberfest,Märzen / Oktoberfest,J.J. Bitting Brewing Company,5.0,4.5,4.5,5.0,4.75
Karl Strauss Oktoberfest Beer,Märzen / Oktoberfest,Karl Strauss Brewing Company,5.0,5.0,4.5,4.5,4.75
HopNOM,American Pale Ale (APA),Dunedin Brewery,4.5,5.0,4.5,5.0,4.75
Black Heart Lager,Euro Dark Lager,Broad Ripple Brew Pub,5.0,4.5,4.5,5.0,4.75
Dragonmead Dead Monk Abbey Ale,Belgian Strong Pale Ale,Dragonmead Microbrewery,5.0,4.5,4.5,5.0,4.75
Dix Special Bitter,Extra Special / Strong Bitter (ESB),Downtown Joe's American Bar And Grill,5.0,4.0,5.0,5.0,4.75
Clout Stout,Russian Imperial Stout,Nail Brewing Australia Pty Ltd,5.0,4.5,5.0,4.5,4.75
Big Sound Scotch Ale - Sound Of Big Wood,Scotch Ale / Wee Heavy,Cigar City Brewing,5.0,4.5,5.0,4.5,4.75
Deuane,American Double / Imperial IPA,Bullfrog Brewery,5.0,4.5,5.0,4.5,4.75
Apple Chucker,Fruit / Vegetable Beer,Broad Ripple Brew Pub,4.5,5.0,5.0,4.5,4.75
Herman Joseph's Special Reserve,German Pilsener,Coors Brewing Company,5.0,4.5,4.5,5.0,4.75
Stone IPA Double Dry Hopped,American IPA,Stone Brewing Co.,5.0,5.0,4.5,4.5,4.75
Reunion: A Beer For Hope 2011,American Brown Ale,Shmaltz Brewing Company,4.5,4.5,5.0,5.0,4.75
Dockside Oktoberfest Dark Lager,Märzen / Oktoberfest,Dockside Restaurant & Brewing Co.,5.0,4.0,5.0,5.0,4.75
Cantillon Cuvée De Florian,Gueuze,Brasserie Cantillon,5.0,4.5,4.5,5.0,4.75
Elizabeth Street Bitter,Extra Special / Strong Bitter (ESB),Elizabeth Street Brewery,5.0,4.5,4.5,5.0,4.75
Melbourn Bros. Apricot,Fruit / Vegetable Beer,Melbourn Bros.,5.0,5.0,4.5,4.5,4.75
Hoppycock,American IPA,Bray's Brewing Company,5.0,5.0,4.0,5.0,4.75
Black Tie,American Double / Imperial Stout,Mikkeller ApS,5.0,4.0,5.0,5.0,4.75
Old Ale,Old Ale,Minneapolis Town Hall Brewery,5.0,5.0,4.5,4.5,4.75
Barrel Aged IPA,American IPA,Wormtown Brewing Co.,5.0,5.0,4.0,5.0,4.75
Big Worst,American Barleywine,Mikkeller ApS,5.0,4.5,4.5,5.0,4.75
Red Racer Imperial IPA,American Double / Imperial IPA,Central City Brewing,5.0,4.5,4.5,5.0,4.75
Barrel Aged Double Coffee Stout,American Stout,Bullfrog Brewery,5.0,4.5,4.5,5.0,4.75
Hop Project #6,American IPA,Yazoo Brewing Company,5.0,4.5,5.0,4.5,4.75
Black Damnation XI - Special Kay,Russian Imperial Stout,De Struise Brouwers,4.5,5.0,5.0,4.5,4.75
Thornstar,American Black Ale,Dark Star Brewing Company Limited,4.5,5.0,4.5,5.0,4.75
Fuggit Stout,English Stout,The Bier Brewery,5.0,4.5,5.0,4.5,4.75
Cloud Nine Barleywine Aged In Calvados Barrels With Oak,American Barleywine,Five Seasons Westside,5.0,5.0,4.5,4.5,4.75
Euphoric,American Double / Imperial IPA,Minneapolis Town Hall Brewery,5.0,5.0,4.5,4.5,4.75
Drie Fonteinen Oude Geuze Vintage,Gueuze,Brouwerij Drie Fonteinen,5.0,4.5,4.5,5.0,4.75
Greenwich Ivebin Piloct Ale,English India Pale Ale (IPA),Dark Star Brewing Company Limited,5.0,4.5,4.5,5.0,4.75
Bourbon Cask Aged Wheat Trippelbock,Weizenbock,The Livery,4.5,5.0,5.0,4.5,4.75
Dark & Evil Belgian Imperial Bourbon Stout,Russian Imperial Stout,Blue Mountain Brewery,4.5,4.5,5.0,5.0,4.75
Bee Sting Honey Rye,Rye Beer,Walldorff Brewpub and Bistro,5.0,4.0,5.0,5.0,4.75
Quaff Bros Nola's Rye,American Strong Ale,Mt. Carmel Brewing Company,4.5,5.0,5.0,4.5,4.75
Midnight Howler Coffee Stout,American Stout,Minneapolis Town Hall Brewery,5.0,4.5,4.5,5.0,4.75
Golden Best,English Pale Mild Ale,Timothy Taylor & Co. Limited,5.0,4.5,5.0,4.5,4.75
"The Rod ""winter"" Stout",American Stout,Moon River Brewing Company,4.5,4.5,5.0,5.0,4.75
Uncle Willie's Amber,American Amber / Red Ale,The Tap Brewing Company,5.0,4.5,4.5,5.0,4.75
Nickel Bag - O'Brien's 17th Anniversary,American Double / Imperial IPA,Port Brewing Company / Pizza Port,4.5,4.5,5.0,5.0,4.75
Alpirsbacher Klosterbräu Schwarzes Pils,Schwarzbier,Alpirsbacher Klosterbräu,5.0,5.0,4.0,5.0,4.75
Extra Pale Ale,American Pale Ale (APA),Broad Ripple Brew Pub,5.0,4.0,5.0,5.0,4.75
PJ's Scotch Porter,English Porter,Flying Bison Brewing Company,5.0,4.5,5.0,4.5,4.75
Old Boilermaker,American Barleywine,Full Sail Brewery & Tasting Room & Pub,4.5,5.0,4.5,5.0,4.75
Ghost River Hefeweizen,Hefeweizen,Ghost River Brewing,5.0,4.5,4.5,5.0,4.75
Chocolate Bear Stout (Rogue's Chocolate Stout),American Stout,Ezo Beer KK,5.0,5.0,4.0,5.0,4.75
Pisgah Pilsner,German Pilsener,Pisgah Brewing Co.,5.0,4.5,4.5,5.0,4.75
Skopsko,German Pilsener,Skopska Pivara (Heineken),5.0,4.0,5.0,5.0,4.75
Lucidity,Saison / Farmhouse Ale,Port Brewing Company / Pizza Port,5.0,5.0,4.5,4.5,4.75
Fremont Pale Ale,American Pale Ale (APA),Wind River Brewing Company,4.5,5.0,4.5,5.0,4.75
Drie Fonteinen Oude Geuze,Gueuze,Brouwerij Drie Fonteinen,4.5,5.0,5.0,4.5,4.75
Sour Diesel,American Wild Ale,Sixpoint Brewery,4.5,5.0,5.0,4.5,4.75
Gael Force Ale,Scottish Ale,Pints Pub and Brewery and Freehouse,5.0,4.0,5.0,5.0,4.75
Tcheca,Czech Pilsener,Micro Cervejaria Bamberg,5.0,4.5,4.5,5.0,4.75
Cafe Con Leche Stout,Milk / Sweet Stout,Cigar City Brewing,4.5,5.0,4.5,5.0,4.75
"Red, Wheat, And Blue",American Pale Wheat Ale,Capitol City Brewing,4.5,5.0,4.5,5.0,4.75
J.J.'s Hefeweizen,Hefeweizen,J.J. Bitting Brewing Company,5.0,4.5,4.5,5.0,4.75
Batch 500,American Double / Imperial IPA,Lunar Brewing,4.5,4.5,5.0,5.0,4.75
Marshal Zhukov's Imperial Stout - 4 Roses Aged,Russian Imperial Stout,Cigar City Brewing,4.5,4.5,5.0,5.0,4.75
La Roja,American Wild Ale,Jolly Pumpkin Artisan Ales,5.0,4.5,5.0,4.5,4.75
Schwindel Alt,Altbier,Vertigo Brewing,5.0,4.5,4.5,5.0,4.75
Broken Keg Eisbock,Eisbock,Port Brewing Company / Pizza Port,5.0,4.0,5.0,5.0,4.75
Black Cherry Bomb,American Wild Ale,Bullfrog Brewery,5.0,4.5,5.0,4.5,4.75
Thor's Wild Wheat,Hefeweizen,Valhalla Microbrewery & Restaurant,5.0,5.0,4.0,5.0,4.75
Achel Trappist Extra,Belgian Strong Dark Ale,Brouwerij der St. Benedictusabdij de Achelse,4.5,4.5,5.0,5.0,4.75
Divine Vamp 3,American Black Ale,Baird Brewing Company / Fishmarket Taproom,5.0,4.5,4.5,5.0,4.75
Altöttinger Weissbier,Hefeweizen,Altöttinger Hell-Bräu GmbH,4.5,4.5,5.0,5.0,4.75
Aufsesser Zwickl,Keller Bier / Zwickel Bier,Brauereigasthof Rothenbach Sonnenhof,5.0,4.5,5.0,4.5,4.75
Sierra Nevada Barrel Aged Porter,American Porter,Sierra Nevada Brewing Co.,5.0,5.0,4.5,4.5,4.75
Wooden Chaos,American Black Ale,Barley Brown's Brewpub,4.5,5.0,4.5,5.0,4.75
Louwaege's Stout,Milk / Sweet Stout,Brouwerij Louwaege,5.0,4.0,5.0,5.0,4.75
Saison Special Eindejaar,Saison / Farmhouse Ale,KleinBrouwerij De Glazen Toren,5.0,4.5,5.0,4.5,4.75
Kaggen! Stormaktsporter Pure Swedish Oak,Russian Imperial Stout,Närke Kulturbryggeri AB,4.5,5.0,5.0,4.5,4.75
Jopen Lentebier,Belgian Strong Pale Ale,Jopen Bier BV Haarlem,5.0,4.5,4.5,5.0,4.75
Organic Kentucky Christmas,American IPA,Hopworks Urban Brewery,5.0,4.5,5.0,4.5,4.75
Goldilocks Fresh Hop Golden Ale,American Blonde Ale,Hopworks Urban Brewery,5.0,4.0,5.0,5.0,4.75
Oak Aged Old Tom,American Barleywine,Iron Hill Brewery & Restaurant,5.0,5.0,4.5,4.5,4.75
BrewDog Paradox Longrow (Batch 018),American Double / Imperial Stout,BrewDog,4.5,4.5,5.0,5.0,4.75
Cho-Saiko,American Double / Imperial IPA,Port Brewing Company / Pizza Port,5.0,5.0,4.5,4.5,4.75
Lot No6 Double India Pale Ale,American Double / Imperial IPA,Evolution Craft Brewing Company,5.0,4.5,4.5,5.0,4.75
BackAstor Amber,American Amber / Red Ale,Flour City Brewing Co.,5.0,4.5,4.5,5.0,4.75
Mad Scientist #2,Bock,Sixpoint Brewery,4.5,5.0,4.5,5.0,4.75
Suginoya Stout,Foreign / Export Stout,Suginoya Brewery (Hamachi Shuzo K.K.),5.0,4.5,5.0,4.5,4.75
X Imperial Stout 2006,Russian Imperial Stout,Mikkeller ApS,4.5,4.5,5.0,5.0,4.75
Imperial Amber Ale,American Double / Imperial IPA,Triangle Brewing Company,4.5,5.0,4.5,5.0,4.75
Bourbon Oaked Stout,American Double / Imperial Stout,Amherst Brewing Co.,4.5,5.0,4.5,5.0,4.75
Thai Saison,Saison / Farmhouse Ale,Green Room Brewing,4.5,5.0,4.5,5.0,4.75
Rust Belt,American Amber / Red Ale,Sprague Farm & Brew Works,5.0,4.0,5.0,5.0,4.75
Summer Wheat 2005,American Pale Wheat Ale,Big River Grille & Brewing Works,5.0,4.5,5.0,4.5,4.75
Black Raven Porter,American Porter,Bear Republic Brewing Co.,4.5,5.0,5.0,4.5,4.75
Vanilla Bean Barrel Aged Peoples Porter,American Porter,Foothills Brewing Company,5.0,5.0,4.0,5.0,4.75
Hidden Agenda,American IPA,Bray's Brewing Company,4.5,4.5,5.0,5.0,4.75
Mocha Diablo,Milk / Sweet Stout,Dave's BrewFarm,4.5,5.0,4.5,5.0,4.75
Willimantic Broaters Oatmeal Porter,American Porter,Willimantic Brewing Co.,5.0,4.5,5.0,4.5,4.75
Batemans Salem Porter,English Porter,George Bateman and Son Ltd. / Batemans Brewery,5.0,4.5,5.0,4.5,4.75
Sunderland Brown Ale,English Brown Ale,Big Ridge Brewing Co.,5.0,4.5,4.5,5.0,4.75
Roth Weissbier Premium,Hefeweizen,Ludwig Roth Bierbrauerei GmbH,5.0,4.5,4.5,5.0,4.75
Samuel Adams Utopias MMIII,American Strong Ale,Boston Beer Company (Samuel Adams),5.0,4.5,4.5,5.0,4.75
Minami Shinshu Amber Ale,American Amber / Red Ale,Minamishinsyu Brewery,5.0,5.0,5.0,4.0,4.75
"Oude Gueuze ""Selectie C""",Gueuze,Brouwerij Drie Fonteinen,4.5,5.0,5.0,4.5,4.75
NBC Infinite Wit,Witbier,Nebraska Brewing Company,5.0,4.5,5.0,4.5,4.75
Centennial Wheatwine,Wheatwine,Bushwakker Brewing Company,5.0,4.5,5.0,4.5,4.75
Little Betty,Russian Imperial Stout,Nebraska Brewing Company,4.5,5.0,5.0,4.5,4.75
Black Damnation V - Double Black,American Double / Imperial Stout,De Struise Brouwers,5.0,4.5,5.0,4.5,4.75
Auger Falls Dark Amber Ale,American Amber / Red Ale,Von Scheidt Brewing Company,5.0,4.5,4.5,5.0,4.75
Barrel Aged Old Baba Yaga,American Double / Imperial Stout,Bear Republic Brewing Co.,4.5,4.5,5.0,5.0,4.75
